protein1 protein2 neighborhood fusion cooccurence coexpression experimental database textmining combined_score
4932.Q0130 4932.YGL187C 0 0 0 646 0 900 384 976
4932.Q0130 4932.YKR050W 138 0 0 0 0 0 126 214
4932.Q0130 4932.YLR441C 0 0 0 120 0 0 190 256
4932.Q0130 4932.YNL131W 0 0 0 114 0 900 339 936
4932.Q0130 4932.Q0115 0 0 0 120 0 0 620 651
4932.Q0130 4932.YJL143W 0 0 0 78 0 900 71 906
4932.Q0130 4932.YHR039C-A 0 0 0 57 120 720 189 786
4932.Q0140 4932.YKL011C 0 0 0 0 0 0 445 445
4932.Q0140 4932.YLL012W 0 0 0 0 0 0 273 273
4932.Q0140 4932.YDR405W 0 0 0 0 800 0 121 816
4932.Q0140 4932.YGR276C 0 0 0 0 0 0 332 332
4932.Q0140 4932.YNL005C 0 0 0 0 800 0 392 873
4932.Q0140 4932.YJL062W-A 0 0 0 0 0 0 290 290
4932.Q0140 4932.YAL015C 0 0 0 0 0 0 183 183
4932.Q0140 4932.YJL096W 0 0 0 0 800 0 0 800
4932.Q0140 4932.YLR390W-A 0 0 0 0 0 0 319 319
4932.Q0140 4932.YPR100W 0 0 0 0 800 0 0 800
4932.Q0140 4932.YGL129C 0 0 0 0 800 900 0 979
4932.Q0140 4932.YDL045W-A 0 0 0 0 800 900 104 980
4932.Q0140 4932.Q0255 0 0 0 85 0 0 610 627
4932.Q0140 4932.YBL076C 0 0 0 0 0 0 290 290
4932.Q0140 4932.Q0050 0 0 0 99 0 0 194 242
4932.Q0140 4932.YBR282W 0 0 0 0 800 0 0 800
4932.Q0140 4932.YKL078W 0 0 0 0 0 0 229 229
4932.Q0140 4932.YGR215W 0 0 0 0 800 900 0 979
4932.Q0140 4932.Q0065 0 0 0 0 0 0 652 652
4932.Q0140 4932.YBR122C 0 0 0 0 800 0 392 873
4932.Q0140 4932.YER122C 0 0 0 0 0 0 229 229
4932.Q0140 4932.YOR150W 0 0 0 0 800 0 0 800
4932.Q0140 4932.YBR044C 0 0 0 0 0 0 696 696
4932.Q0140 4932.YDL033C 0 0 0 0 0 0 335 335
4932.Q0140 4932.YHL004W 0 0 0 0 934 900 0 993
4932.Q0140 4932.YER154W 0 0 0 0 581 0 356 718
4932.Q0140 4932.YJL063C 0 0 0 0 800 0 0 800
4932.Q0140 4932.YDR529C 0 0 0 0 0 0 260 260
4932.Q0140 4932.Q0250 0 0 0 71 0 0 826 831
4932.Q0140 4932.YJR045C 0 0 0 0 536 0 378 699
4932.Q0140 4932.Q0110 0 0 0 186 0 0 257 369
4932.Q0140 4932.YJR101W 0 0 0 0 800 900 0 979
4932.Q0140 4932.YBR185C 0 0 0 0 0 0 339 339
4932.Q0140 4932.YMR158W 0 0 0 0 800 900 0 979
4932.Q0140 4932.YNR045W 0 0 0 0 0 0 331 331
4932.Q0140 4932.YDR350C 0 0 0 0 0 0 614 614
4932.Q0140 4932.YMR256C 0 0 0 0 0 0 339 339
4932.Q0140 4932.YLL009C 0 0 0 0 0 0 191 191
4932.Q0140 4932.YNL178W 0 0 0 0 0 0 450 450
4932.Q0140 4932.YDR316W 0 0 0 0 0 0 376 376
4932.Q0140 4932.YDL218W 0 0 0 0 0 0 450 450
4932.Q0140 4932.YPL013C 0 0 0 0 800 900 0 979
4932.Q0140 4932.YFR049W 0 0 0 0 0 720 0 720
4932.Q0140 4932.YDR175C 0 0 0 0 800 900 0 979
4932.Q0140 4932.Q0055 0 0 0 0 0 0 309 309
4932.Q0140 4932.YPL173W 0 0 0 0 800 0 109 814
4932.Q0140 4932.YDR041W 0 0 0 0 800 900 0 979
4932.Q0140 4932.YPR166C 0 0 0 0 800 900 0 979
4932.Q0140 4932.YMR286W 0 0 0 0 800 0 0 800
4932.Q0140 4932.YLR067C 0 0 0 0 0 0 680 680
4932.Q0140 4932.YNL320W 0 0 0 0 0 0 398 398
4932.Q0140 4932.YOL140W 0 0 0 0 0 0 228 228
4932.Q0140 4932.YDR237W 0 0 0 0 800 0 0 800
4932.Q0140 4932.YMR193W 0 0 0 0 800 0 0 800
4932.Q0140 4932.YPL157W 0 0 0 0 0 0 271 271
4932.Q0140 4932.YMR188C 0 0 0 0 800 900 0 979
4932.Q0140 4932.YHR147C 0 0 0 0 800 0 0 800
4932.Q0140 4932.YCR003W 0 0 0 0 800 0 113 815
4932.Q0140 4932.YNL137C 0 0 0 0 800 900 0 979
4932.Q0140 4932.YDL202W 0 0 0 0 0 0 161 161
4932.Q0140 4932.YDR476C 0 0 0 0 0 0 535 535
4932.Q0140 4932.Q0092 0 0 0 0 0 0 682 682
4932.Q0140 4932.YJL014W 0 0 0 0 198 0 0 198
4932.Q0140 4932.YER050C 0 0 0 0 800 900 93 980
4932.Q0140 4932.YGL236C 0 0 0 0 0 0 150 150
4932.Q0140 4932.YLR218C 0 0 0 0 0 0 358 358
4932.Q0140 4932.YBR146W 0 0 0 0 800 900 128 981
4932.Q0140 4932.YIL070C 0 0 0 0 0 0 229 229
4932.Q0140 4932.Q0105 0 0 0 99 0 0 872 879
4932.Q0140 4932.YML091C 0 0 0 0 0 0 394 394
4932.Q0140 4932.YPL029W 0 0 0 0 358 0 787 857
4932.Q0140 4932.YDR494W 0 0 0 0 800 900 123 980
4932.Q0140 4932.YCR046C 0 0 0 0 800 0 0 800
4932.Q0140 4932.YKL003C 0 0 0 0 800 900 0 979
4932.Q0140 4932.YGR222W 0 0 0 0 0 0 276 276
4932.Q0140 4932.YJR115W 0 0 0 0 0 0 766 766
4932.Q0140 4932.YPL005W 0 0 0 0 0 0 481 481
4932.Q0140 4932.YGR112W 0 0 0 0 0 0 656 656
4932.Q0140 4932.YDR374C 0 0 0 0 0 0 334 334
4932.Q0140 4932.YER153C 0 0 0 0 0 0 150 150
4932.Q0140 4932.YKR087C 0 0 0 0 0 0 297 297
4932.Q0140 4932.YNL188W 0 0 0 0 0 0 396 396
4932.Q0140 4932.YJL054W 0 0 0 0 0 0 470 470
4932.Q0140 4932.YMR064W 0 0 0 0 0 0 394 394
4932.Q0140 4932.YLR410W-B 0 0 0 0 0 0 617 617
4932.Q0140 4932.YNR022C 0 0 0 0 800 0 170 826
4932.Q0140 4932.YDR194C 0 0 0 0 0 0 229 229
4932.Q0140 4932.YDR296W 0 0 0 0 800 0 440 883
4932.Q0140 4932.YBL090W 0 0 0 0 800 900 0 979
4932.Q0140 4932.YHR059W 0 0 0 0 800 0 0 800
4932.Q0140 4932.YLR439W 0 0 0 0 800 0 99 812
4932.Q0140 4932.YDL211C 0 0 0 0 0 0 612 612
4932.Q0140 4932.YGR165W 0 0 0 0 800 900 0 979
4932.Q0140 4932.YJR113C 0 0 0 0 800 900 446 987
4932.Q0140 4932.YJR136C 0 0 0 0 0 0 445 445
4932.Q0140 4932.YPL189C-A 0 0 0 0 0 0 481 481
4932.Q0140 4932.YBR251W 0 0 0 0 800 900 358 986
4932.Q0140 4932.YLR312W-A 0 0 0 0 800 0 0 800
4932.Q0140 4932.YHR051W 0 0 0 0 0 0 501 501
4932.Q0140 4932.YGR076C 0 0 0 0 800 0 352 864
4932.Q0140 4932.YMR097C 0 0 0 0 0 0 195 195
4932.Q0140 4932.YGL064C 0 0 0 0 0 0 294 294
4932.Q0140 4932.Q0085 0 0 0 0 0 0 933 933
4932.Q0140 4932.YNL252C 0 0 0 0 800 0 0 800
4932.Q0140 4932.YOR158W 0 0 0 0 800 900 0 979
4932.Q0140 4932.YCR071C 0 0 0 0 800 0 0 800
4932.Q0140 4932.YNR036C 0 0 0 0 800 720 0 941
4932.Q0140 4932.YKR085C 0 0 0 0 800 0 0 800
4932.Q0140 4932.YHR075C 0 0 0 0 0 900 0 900
4932.Q0140 4932.YPR134W 0 0 0 0 0 0 220 220
4932.Q0140 4932.YNL081C 0 0 0 0 800 0 0 800
4932.Q0140 4932.YNL177C 0 0 0 0 800 0 0 800
4932.Q0140 4932.Q0275 0 0 0 71 0 0 377 396
4932.Q0140 4932.Q0120 0 0 0 99 0 0 680 699
4932.Q0140 4932.YMR072W 0 0 0 0 0 0 446 446
4932.Q0140 4932.YGR084C 0 0 0 0 800 900 0 979
4932.Q0140 4932.YDR263C 0 0 0 0 0 0 276 276
4932.Q0140 4932.YBL038W 0 0 0 0 800 0 258 845
4932.Q0140 4932.YFL036W 0 0 0 0 0 0 446 446
4932.Q0140 4932.YNL284C 0 0 0 0 800 0 0 800
4932.Q0140 4932.YLR203C 0 0 0 0 0 0 680 680
4932.Q0140 4932.YPL215W 0 0 0 0 0 0 445 445
4932.Q0140 4932.YKL170W 0 0 0 0 800 0 0 800
4932.Q0140 4932.YDR337W 0 0 0 0 800 900 0 979
4932.Q0140 4932.YPL118W 0 0 0 0 800 900 0 979
4932.Q0140 4932.YDR036C 0 0 0 0 800 0 445 884
4932.Q0140 4932.YKL148C 0 0 0 0 0 0 151 151
4932.Q0140 4932.YMR282C 0 0 0 0 0 0 309 309
4932.Q0140 4932.YFL016C 0 0 0 0 0 0 190 190
4932.Q0140 4932.YOL023W 0 0 0 0 0 0 169 169
4932.Q0140 4932.YNR037C 0 0 0 0 800 900 0 979
4932.Q0140 4932.YJL131C 0 0 0 0 0 0 220 220
4932.Q0140 4932.YLR376C 0 0 0 0 0 0 250 250
4932.Q0140 4932.Q0130 0 0 0 71 0 0 931 933
4932.Q0140 4932.YDL044C 0 0 0 0 0 0 195 195
4932.Q0140 4932.YJL208C 0 0 0 0 0 0 274 274
4932.Q0140 4932.YNL306W 0 0 0 0 800 900 126 980
4932.Q0140 4932.Q0045 0 0 0 0 581 0 877 946
4932.Q0140 4932.YDR197W 0 0 0 0 0 0 339 339
4932.Q0140 4932.YML009C 0 0 0 0 800 0 536 903
4932.Q0140 4932.YNL155W 0 0 0 0 290 0 0 290
4932.Q0140 4932.YML025C 0 0 0 0 800 0 0 800
4932.Q0140 4932.YDR322W 0 0 0 0 800 0 0 800
4932.Q0140 4932.YBR120C 0 0 0 0 0 0 337 337
4932.Q0140 4932.YPL195W 0 0 0 0 0 0 290 290
4932.Q0140 4932.YDR462W 0 0 0 0 800 0 356 865
4932.Q0140 4932.YPR024W 0 0 0 0 0 0 211 211
4932.Q0140 4932.YMR024W 0 0 0 0 800 0 0 800
4932.Q0140 4932.YDR231C 0 0 0 0 143 0 83 180
4932.Q0140 4932.YGL136C 0 0 0 0 0 0 225 225
4932.Q0140 4932.YKL138C 0 0 0 0 800 0 0 800
4932.Q0140 4932.YGR220C 0 0 0 0 800 0 110 814
4932.Q0140 4932.Q0080 0 0 0 91 0 0 839 847
4932.Q0140 4932.YML061C 0 0 0 0 0 0 153 153
4932.Q0140 4932.YMR066W 0 0 0 0 0 0 680 680
4932.Q0140 4932.YKL167C 0 0 0 0 0 0 448 448
4932.Q0140 4932.YKR006C 0 0 0 0 800 0 120 816
4932.Q0140 4932.YEL050C 0 0 0 0 800 0 0 800
4932.Q0140 4932.YDR347W 0 0 0 0 800 900 0 979
4932.Q0140 4932.YLR398C 0 0 0 0 0 0 337 337
4932.Q0140 4932.YKL155C 0 0 0 0 324 900 96 933
4932.Q0140 4932.YIL093C 0 0 0 0 800 900 0 979
4932.Q0140 4932.YMR257C 0 0 0 0 0 0 340 340
4932.Q0140 4932.YNL122C 0 0 0 0 800 0 0 800
4932.Q0140 4932.Q0115 0 0 0 103 0 0 224 274
4932.Q0140 4932.YDR115W 0 0 0 0 800 0 0 800
4932.Q0140 4932.YPL183W-A 0 0 0 0 800 0 111 814
4932.Q0142 4932.Q0032 0 0 0 0 0 0 941 941
4932.Q0142 4932.YOL075C 0 0 0 0 0 0 394 394
4932.Q0142 4932.YHR179W 0 0 0 0 0 0 610 610
4932.Q0142 4932.Q0017 0 0 0 0 0 0 942 942
4932.Q0142 4932.Q0092 0 0 0 0 0 0 698 698
4932.Q0142 4932.Q0143 0 0 0 0 0 0 931 931
4932.Q0142 4932.YDR316W 0 0 0 0 0 0 390 390
4932.Q0142 4932.YDL114W 0 0 0 0 0 0 358 358
4932.Q0142 4932.YPL171C 0 0 0 0 0 0 539 539
4932.Q0142 4932.Q0010 0 0 0 0 0 0 769 769
4932.Q0142 4932.Q0297 0 0 0 0 0 0 942 942
4932.Q0142 4932.YKR048C 0 0 0 0 0 0 163 163
4932.Q0142 4932.YML004C 0 0 0 0 0 0 195 195
4932.Q0142 4932.YNL098C 0 0 0 0 0 0 335 335
4932.Q0142 4932.YKL192C 0 0 0 0 0 0 171 171
4932.Q0142 4932.YPL069C 0 0 0 0 0 0 193 193
4932.Q0142 4932.YIL119C 0 0 0 0 0 0 297 297
4932.Q0142 4932.YJR040W 0 0 0 0 0 0 194 194
4932.Q0142 4932.Q0182 0 0 0 0 0 0 879 879
4932.Q0143 4932.YDR012W 0 0 0 0 0 0 481 481
4932.Q0143 4932.YLL053C 0 0 0 0 0 0 339 339
4932.Q0143 4932.Q0017 0 0 0 0 0 0 941 941
4932.Q0143 4932.YOR049C 0 0 0 0 0 0 169 169
4932.Q0143 4932.Q0182 0 0 0 0 0 0 944 944
4932.Q0143 4932.YMR235C 0 0 0 0 0 0 195 195
4932.Q0143 4932.YHR213W 0 0 0 0 0 0 227 227
4932.Q0143 4932.YLL052C 0 0 0 0 0 0 193 193
4932.Q0143 4932.YDR402C 0 0 0 0 0 0 169 169
4932.Q0143 4932.Q0297 0 0 0 0 0 0 944 944
4932.Q0143 4932.YKL192C 0 0 0 0 0 0 271 271
4932.Q0143 4932.YLR109W 0 0 0 0 0 0 319 319
4932.Q0143 4932.YMR165C 0 0 0 0 0 0 447 447
4932.Q0143 4932.YOL097C 0 0 0 0 0 0 227 227
4932.Q0143 4932.YBR031W 0 0 0 0 0 0 446 446
4932.Q0143 4932.Q0032 0 0 0 0 0 0 942 942
4932.Q0143 4932.Q0092 0 0 0 0 0 0 780 780
4932.Q0143 4932.YDL114W 0 0 0 0 0 0 611 611
4932.Q0143 4932.YER168C 0 0 0 0 0 0 165 165
4932.Q0143 4932.Q0142 0 0 0 0 0 0 931 931
4932.Q0143 4932.Q0010 0 0 0 0 0 0 944 944
4932.Q0143 4932.YDR268W 0 0 0 0 0 0 192 192
4932.Q0143 4932.YMR273C 0 0 0 0 0 0 445 445
4932.Q0143 4932.YHR021W-A 0 0 0 0 0 0 769 769
4932.Q0160 4932.YDR419W 0 0 0 0 0 0 195 195
4932.Q0160 4932.YBR118W 0 0 0 0 0 0 309 309
4932.Q0160 4932.YLL024C 0 0 0 0 0 0 369 369
4932.Q0160 4932.YPR062W 0 0 0 0 0 0 610 610
4932.Q0160 4932.YIL022W 0 0 0 0 0 0 551 551
4932.Q0160 4932.YDR316W-A 0 0 0 0 0 0 190 190
4932.Q0160 4932.YDR086C 0 0 0 0 0 0 448 448
4932.Q0160 4932.YML021C 0 0 0 0 0 0 514 514
4932.Q0160 4932.YML010W 0 0 0 0 0 0 228 228
4932.Q0160 4932.YER041W 0 0 0 0 0 0 514 514
4932.Q0160 4932.YJR043C 0 0 0 0 0 0 377 377
4932.Q0160 4932.YKL044W 0 0 0 0 0 0 309 309
4932.Q0160 4932.YLR008C 0 0 0 0 0 0 366 366
4932.Q0160 4932.Q0250 0 0 0 158 0 0 0 158
4932.Q0160 4932.YMR201C 0 0 0 0 0 0 163 163
4932.Q0160 4932.YLR035C-A 0 0 0 0 0 0 192 192
4932.Q0160 4932.YCL057C-A 0 0 0 0 0 0 317 317
4932.Q0160 4932.YHL035C 0 0 0 0 0 0 297 297
4932.Q0160 4932.YER171W 0 0 0 0 0 0 446 446
4932.Q0160 4932.YEL047C 0 0 0 0 0 0 159 159
4932.Q0160 4932.YJL092W 0 0 0 0 0 0 514 514
4932.Q0160 4932.YCR066W 0 0 0 0 0 0 338 338
4932.Q0160 4932.YPL081W 0 0 0 0 0 0 193 193
4932.Q0160 4932.YKL154W 0 0 0 0 0 0 175 175
4932.Q0160 4932.YGL080W 0 0 0 0 0 0 313 313
4932.Q0160 4932.YPL124W 0 0 0 0 0 0 161 161
4932.Q0160 4932.YJR145C 0 0 0 0 0 0 481 481
4932.Q0160 4932.YMR284W 0 0 0 0 0 0 930 930
4932.Q0160 4932.YKL219W 0 0 0 0 0 0 276 276
4932.Q0160 4932.YDL102W 0 0 0 0 0 0 190 190
4932.Q0160 4932.YML063W 0 0 0 0 0 0 683 683
4932.Q0160 4932.YLR378C 0 0 0 0 0 0 834 834
4932.Q0160 4932.YCR097W-A 0 0 0 0 0 0 167 167
4932.Q0160 4932.YDR105C 0 0 0 0 0 0 260 260
4932.Q0160 4932.YOR033C 0 0 0 0 0 0 809 809
4932.Q0160 4932.YOR096W 0 0 0 0 0 0 153 153
4932.Q0160 4932.YLL053C 0 0 0 0 0 0 227 227
4932.Q0160 4932.YMR186W 0 0 0 0 0 0 169 169
4932.Q0160 4932.YEL063C 0 0 0 0 0 0 611 611
4932.Q0160 4932.YLR383W 0 0 0 0 0 0 215 215
4932.Q0160 4932.YPL106C 0 0 0 0 0 0 369 369
4932.Q0160 4932.YML032C 0 0 0 0 0 0 834 834
4932.Q0160 4932.YPL198W 0 0 0 0 0 0 216 216
4932.Q0160 4932.YCL030C 0 0 0 0 0 0 191 191
4932.Q0160 4932.YGR212W 0 0 0 0 0 0 481 481
4932.Q0160 4932.YOL086C 0 0 0 0 0 0 227 227
4932.Q0160 4932.YPL240C 0 0 0 0 0 0 161 161
4932.Q0160 4932.YBR010W 0 0 0 0 0 0 615 615
4932.Q0160 4932.YGR258C 0 0 0 0 0 0 254 254
4932.Q0160 4932.YHL022C 0 0 0 0 0 0 572 572
4932.Q0160 4932.YHR188C 0 0 0 0 0 0 252 252
4932.Q0160 4932.YHR164C 0 0 0 0 0 0 771 771
4932.Q0160 4932.YDL220C 0 0 0 0 0 0 374 374
4932.Q0160 4932.YNL312W 0 0 0 0 0 0 680 680
4932.Q0160 4932.YBR228W 0 0 0 0 0 0 481 481
4932.Q0160 4932.YML061C 0 0 0 0 0 0 343 343
4932.Q0160 4932.YEL021W 0 0 0 0 0 0 807 807
4932.Q0160 4932.YER103W 0 0 0 0 0 0 370 370
4932.Q0160 4932.YCR014C 0 0 0 0 0 0 537 537
4932.Q0160 4932.YER102W 0 0 0 0 0 0 273 273
4932.Q0160 4932.YHR064C 0 0 0 0 0 0 370 370
4932.Q0160 4932.YBR209W 0 0 0 0 0 0 372 372
4932.Q0160 4932.YBR291C 0 0 0 0 0 0 177 177
4932.Q0160 4932.YLR292C 0 0 0 0 0 0 444 444
4932.Q0160 4932.YOR236W 0 0 0 0 0 0 351 351
4932.Q0160 4932.YLR265C 0 0 0 0 0 0 309 309
4932.Q0160 4932.Q0065 0 0 0 0 0 0 790 790
4932.Q0160 4932.YDR399W 0 0 0 0 0 0 539 539
4932.Q0160 4932.YBR032W 0 0 0 0 0 0 195 195
4932.Q0160 4932.YOL006C 0 0 0 0 0 0 376 376
4932.Q0160 4932.YBL002W 0 0 0 0 0 0 297 297
4932.Q0160 4932.YLR032W 0 0 0 0 0 0 337 337
4932.Q0160 4932.YBR162W-A 0 0 0 0 0 0 737 737
4932.Q0160 4932.YNL030W 0 0 0 0 0 0 483 483
4932.Q0160 4932.YLR245C 0 0 0 0 0 0 481 481
4932.Q0160 4932.YDL101C 0 0 0 0 0 0 194 194
4932.Q0160 4932.YDR225W 0 0 0 0 0 0 538 538
4932.Q0160 4932.YLR081W 0 0 0 0 0 0 165 165
4932.Q0160 4932.YOL034W 0 0 0 0 0 0 319 319
4932.Q0160 4932.YNL209W 0 0 0 0 0 0 370 370
4932.Q0160 4932.YDR092W 0 0 0 0 0 0 331 331
4932.Q0160 4932.YFL039C 0 0 0 0 0 0 740 740
4932.Q0160 4932.YGR157W 0 0 0 0 0 0 610 610
4932.Q0160 4932.YAL027W 0 0 0 0 0 0 332 332
4932.Q0160 4932.YBR009C 0 0 0 0 0 0 483 483
4932.Q0160 4932.YJL034W 0 0 0 0 0 0 444 444
4932.Q0160 4932.YER087C-B 0 0 0 0 0 0 610 610
4932.Q0160 4932.YAR007C 0 0 0 0 0 0 512 512
4932.Q0160 4932.YPR080W 0 0 0 0 0 0 445 445
4932.Q0160 4932.YBL075C 0 0 0 0 358 0 369 577
4932.Q0160 4932.YKL114C 0 0 0 0 0 0 196 196
4932.Q0160 4932.YML095C 0 0 0 0 0 0 398 398
4932.Q0160 4932.YBR136W 0 0 0 0 0 0 570 570
4932.Q0160 4932.YOR128C 0 0 0 0 0 0 685 685
4932.Q0160 4932.YOR244W 0 0 0 0 0 0 222 222
4932.Q0160 4932.YCR012W 0 0 0 0 0 0 237 237
4932.Q0160 4932.YLR318W 0 0 0 0 0 0 349 349
4932.Q0160 4932.Q0275 0 0 0 171 0 0 0 171
4932.Q0160 4932.YPR186C 0 0 0 0 0 0 152 152
4932.Q0160 4932.YOL057W 0 0 0 0 0 0 227 227
4932.Q0160 4932.YBR160W 0 0 0 0 0 0 309 309
4932.Q0160 4932.YFL016C 0 0 0 0 0 0 366 366
4932.Q0160 4932.YMR190C 0 0 0 0 0 0 699 699
4932.Q0160 4932.YER099C 0 0 0 0 0 0 372 372
4932.Q0160 4932.YGR058W 0 0 0 0 0 0 357 357
4932.Q0160 4932.YBR274W 0 0 0 0 0 0 736 736
4932.Q0160 4932.Q0010 0 0 0 124 0 0 163 235
4932.Q0160 4932.YGL154C 0 0 0 0 0 0 191 191
4932.Q0160 4932.YAL058W 0 0 0 0 0 0 195 195
4932.Q0160 4932.YJR060W 0 0 0 0 0 0 309 309
4932.Q0160 4932.YAL005C 0 0 0 0 0 0 368 368
4932.Q0160 4932.YJL074C 0 0 0 0 0 0 339 339
4932.Q0160 4932.YNL096C 0 0 0 0 0 0 220 220
4932.Q0160 4932.YDR007W 0 0 0 0 0 0 359 359
4932.Q0160 4932.YEL030W 0 0 0 0 0 0 551 551
4932.Q0160 4932.YOR185C 0 0 0 0 0 0 331 331
4932.Q0160 4932.YER019C-A 0 0 0 0 0 0 446 446
4932.Q0160 4932.YBR171W 0 0 0 0 0 0 444 444
4932.Q0160 4932.YMR297W 0 0 0 0 0 0 195 195
4932.Q0160 4932.YDR224C 0 0 0 0 0 0 297 297
4932.Q0160 4932.YBL072C 0 0 0 0 0 0 295 295
4932.Q0160 4932.YER154W 0 0 0 0 0 0 354 354
4932.Q0160 4932.YOL090W 0 0 0 0 0 0 274 274
4932.Q0160 4932.YJR045C 0 0 0 0 0 0 482 482
4932.Q0160 4932.YML106W 0 0 0 0 0 0 537 537
4932.Q0160 4932.YNL310C 0 0 0 0 0 0 786 786
4932.Q0160 4932.YOL064C 0 0 0 0 0 0 337 337
4932.Q0160 4932.YMR167W 0 0 0 0 0 0 445 445
4932.Q0160 4932.YAL019W 0 0 0 0 0 0 299 299
4932.Q0160 4932.YKL008C 0 0 0 0 0 0 311 311
4932.Q0160 4932.YPL094C 0 0 0 0 0 0 515 515
4932.Q0160 4932.YEL071W 0 0 0 0 0 0 169 169
4932.Q0160 4932.YGL026C 0 0 0 0 0 0 315 315
4932.Q0160 4932.YCR024C 0 0 0 0 0 0 191 191
4932.Q0160 4932.YOR232W 0 0 0 0 0 0 445 445
4932.Q0160 4932.YER095W 0 0 0 0 0 0 870 870
4932.Q0160 4932.YGL135W 0 0 0 0 0 0 228 228
4932.Q0160 4932.YPL123C 0 0 0 0 0 0 193 193
4932.Q0160 4932.YMR106C 0 0 0 0 0 0 358 358
4932.Q0160 4932.YDL164C 0 0 0 0 0 0 392 392
4932.Q0160 4932.YPL272C 0 0 0 0 0 0 374 374
4932.Q0160 4932.Q0085 0 0 0 132 0 0 152 232
4932.Q0160 4932.YNL031C 0 0 0 0 0 0 614 614
4932.Q0160 4932.YLR234W 0 0 0 0 0 0 610 610
4932.Q0160 4932.YDL185W 0 0 0 0 0 0 878 878
4932.Q0160 4932.YFR057W 0 0 0 0 0 0 161 161
4932.Q0160 4932.YDL042C 0 0 0 0 0 0 299 299
4932.Q0160 4932.YBR189W 0 0 0 0 0 0 191 191
4932.Q0160 4932.YDR386W 0 0 0 0 0 0 684 684
4932.Q0160 4932.YKL113C 0 0 0 0 0 0 339 339
4932.Q0160 4932.YER186C 0 0 0 0 0 0 331 331
4932.Q0160 4932.YHR028C 0 0 0 0 0 0 303 303
4932.Q0160 4932.YPL022W 0 0 0 0 0 0 309 309
4932.Q0160 4932.YOL013C 0 0 0 0 0 0 220 220
4932.Q0160 4932.Q0045 0 0 0 143 0 0 90 186
4932.Q0160 4932.YPR082C 0 0 0 0 0 0 191 191
4932.Q0160 4932.YBR115C 0 0 0 0 0 0 537 537
4932.Q0160 4932.YGL234W 0 0 0 0 0 0 394 394
4932.Q0160 4932.YJL104W 0 0 0 0 0 0 450 450
4932.Q0160 4932.YBR248C 0 0 0 0 0 0 276 276
4932.Q0160 4932.YDR076W 0 0 0 0 0 0 258 258
4932.Q0160 4932.YDL059C 0 0 0 0 0 0 336 336
4932.Q0160 4932.YCR092C 0 0 0 0 0 0 445 445
4932.Q0160 4932.YGL090W 0 0 0 0 0 0 531 531
4932.Q0160 4932.YPL127C 0 0 0 0 0 0 445 445
4932.Q0160 4932.YPR088C 0 0 0 0 0 0 680 680
4932.Q0160 4932.YDL064W 0 0 0 0 0 0 210 210
4932.Q0160 4932.YBR275C 0 0 0 0 0 0 161 161
4932.Q0160 4932.Q0255 0 0 0 115 0 0 196 258
4932.Q0160 4932.YGL163C 0 0 0 0 0 0 700 700
4932.Q0160 4932.YHR203C 0 0 0 0 0 0 513 513
4932.Q0160 4932.YFL037W 0 0 0 0 0 0 297 297
4932.Q0160 4932.YNL088W 0 0 0 0 0 0 196 196
4932.Q0160 4932.YPL090C 0 0 0 0 0 0 536 536
4932.Q0160 4932.YGR027W-A 0 0 0 0 0 0 171 171
4932.Q0160 4932.Q0060 0 0 0 100 0 0 540 568
4932.Q0160 4932.YPL167C 0 0 0 0 0 0 447 447
4932.Q0160 4932.YGL175C 0 0 0 0 0 0 196 196
4932.Q0160 4932.YOR254C 0 0 0 0 0 0 394 394
4932.Q0160 4932.YJL052W 0 0 0 0 0 0 682 682
4932.Q0160 4932.YGR192C 0 0 0 0 0 0 680 680
4932.Q0160 4932.Q0105 0 0 0 245 0 0 111 300
4932.Q0160 4932.YCL018W 0 0 0 0 0 0 530 530
4932.Q0160 4932.YDR296W 0 0 0 0 0 0 445 445
4932.Q0160 4932.YKL073W 0 0 0 0 0 0 370 370
4932.Q0160 4932.YML051W 0 0 0 0 0 0 276 276
4932.Q0160 4932.YOR005C 0 0 0 0 0 0 834 834
4932.Q0160 4932.YDR452W 0 0 0 0 0 0 196 196
4932.Q0160 4932.YDR057W 0 0 0 0 0 0 169 169
4932.Q0160 4932.YOR202W 0 0 0 0 0 0 394 394
4932.Q0160 4932.YBR020W 0 0 0 0 0 0 610 610
4932.Q0160 4932.YBL023C 0 0 0 0 0 0 191 191
4932.Q0160 4932.Q0130 0 0 0 0 0 0 196 196
4932.Q0160 4932.YJR009C 0 0 0 0 0 0 682 682
4932.Q0160 4932.YFL065C 0 0 0 0 0 0 215 215
4932.Q0160 4932.YOR290C 0 0 0 0 0 0 195 195
4932.Q0160 4932.YBR169C 0 0 0 0 0 0 370 370
4932.Q0160 4932.YDR004W 0 0 0 0 0 0 390 390
4932.Q0160 4932.YPL153C 0 0 0 0 0 0 445 445
4932.Q0160 4932.YBL003C 0 0 0 0 0 0 539 539
4932.Q0160 4932.YBR223C 0 0 0 0 0 0 539 539
4932.Q0160 4932.YKL065C 0 0 0 0 0 0 192 192
4932.Q0160 4932.YPL220W 0 0 0 0 0 0 229 229
4932.Q0160 4932.YLR441C 0 0 0 0 0 0 683 683
4932.Q0160 4932.YPL024W 0 0 0 0 0 0 610 610
4932.Q0160 4932.YGL073W 0 0 0 0 0 0 550 550
4932.Q0160 4932.YDR097C 0 0 0 0 0 0 433 433
